id,id_Key,Date_Proc,Lat_DNB,Lon_DNB,Rad_DNB,Date_Mscan,Date_LTZ,Line_DNB,Sample_DNB,Rad_I04,QF_Detect,QF_Bitflag,SMI,Thr_SMI,SI,Thr_SI,SHI,Thr_SHI,LI,Thr_LI,Glint,Thr_Gl_SMI,Xcorr,Land_Mask,EEZ,FMZ,MPA,File_DNB,File_GDNB,File_I04,File_VNF,File_EEZ,File_FMZ,File_MPA,File_FLM,File_LSM,File_LTZ,File_RLP,Dist_RLP,File_RLV,Lat_Gring,Lon_Gring,Gran_List,SOLZ_GDNBO,SOLA_GDNBO,SATZ_GDNBO,SATA_GDNBO,LUNZ_GDNBO,LUNA_GDNBO
1,VBD_npp_d20240126_t1508384_x1392528E_y083508S_l0329_s0085_v23,2024-03-03 14:51:36,-8.350793,139.252792,23.5083,2024-01-26 15:08:38,2024-01-27 00:08:38,329,85,0.229854,2,2465,0.393889,0.211078,0.572845,0.4,0.745236,0.75,0.173341,0.0001,6.78269e-10,999999,-9.970559e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20240126_t1508025_e1509267_b63464_c20240126162511540000_oeac_ops.h5,GDNBO_npp_d20240126_t1508025_e1509267_b63464_c20240126162316689000_oeac_ops.h5,SVI04_npp_d20240126_t1508025_e1509267_b63464_c20240126162517985000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1508025_e1509267_b63464_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-6.167562;-8.560081;-10.442032;-15.347372;-13.568745;-10.995744,139.232574;153.011887;166.850449;166.003250;151.867523;137.884476,npp_d20240126_t1506371_e1508013_b63464;npp_d20240126_t1508025_e1509267_b63464;npp_d20240126_t1509279_e1510521_b63464;npp_d20240126_t1510534_e1512175_b63464,152.72,173.166,68.9688,101.079,30.1623,15.3341
2,VBD_npp_d20240126_t1508384_x1397089E_y084756S_l0334_s0152_v23,2024-03-03 14:51:36,-8.475559,139.708939,19.5657,2024-01-26 15:08:38,2024-01-27 00:08:38,334,152,0.256741,2,2465,0.393549,0.195215,0.587707,0.4,0.749648,0.75,0.173325,0.0001,1.62873e-09,999999,1.801016e-02,3,Indonesian Exclusive Economic Zone,WPP718,,SVDNB_npp_d20240126_t1508025_e1509267_b63464_c20240126162511540000_oeac_ops.h5,GDNBO_npp_d20240126_t1508025_e1509267_b63464_c20240126162316689000_oeac_ops.h5,SVI04_npp_d20240126_t1508025_e1509267_b63464_c20240126162517985000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1508025_e1509267_b63464_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,-6.167562;-8.560081;-10.442032;-15.347372;-13.568745;-10.995744,139.232574;153.011887;166.850449;166.003250;151.867523;137.884476,npp_d20240126_t1506371_e1508013_b63464;npp_d20240126_t1508025_e1509267_b63464;npp_d20240126_t1509279_e1510521_b63464;npp_d20240126_t1510534_e1512175_b63464,152.539,172.265,67.8781,100.858,30.167,14.4468
1,VBD_npp_d20240126_t1645224_x1226080E_y072934N_l0334_s0794_v23,2024-03-03 15:25:09,7.293434,122.608002,129.799,2024-01-26 16:45:22,2024-01-27 00:45:22,334,794,0.261436,1,2529,0.991187,0.277479,0.739754,0.4,0.922542,0.75,0.197033,0.0001,8.39401e-05,999999,7.265928e-02,3,Philippines Exclusive Economic Zone,Region IX,,SVDNB_npp_d20240126_t1644465_e1646107_b63465_c20240126180926956000_oeac_ops.h5,GDNBO_npp_d20240126_t1644465_e1646107_b63465_c20240126180724673000_oeac_ops.h5,SVI04_npp_d20240126_t1644465_e1646107_b63465_c20240126180933994000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1644465_e1646107_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,10.140679;8.242257;5.893892;1.029234;3.227294;5.244962,117.544006;131.413147;145.040359;143.857925;130.290649;116.582832,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,164.458,138.352,54.3363,97.5314,12.9743,5.25296
2,VBD_npp_d20240126_t1645028_x1410924E_y056218N_l0149_s3512_v23,2024-03-03 15:25:09,5.621835,141.092361,36.7504,2024-01-26 16:45:02,2024-01-27 02:45:02,149,3512,0.276231,1,2529,0.624961,0.382481,0.683294,0.4,0.830665,0.75,0.184027,0.0001,3.31928e-09,999999,-4.277705e-01,3,Micronesian Exclusive Economic Zone,,,SVDNB_npp_d20240126_t1644465_e1646107_b63465_c20240126180926956000_oeac_ops.h5,GDNBO_npp_d20240126_t1644465_e1646107_b63465_c20240126180724673000_oeac_ops.h5,SVI04_npp_d20240126_t1644465_e1646107_b63465_c20240126180933994000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1644465_e1646107_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,10.140679;8.242257;5.893892;1.029234;3.227294;5.244962,117.544006;131.413147;145.040359;143.857925;130.290649;116.582832,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,148.635,117.263,59.9659,-80.1719,22.3826,-47.6884
1,VBD_npp_d20240126_t1646425_x1176064E_y032378N_l0284_s0208_v23,2024-03-03 15:25:09,3.237786,117.606377,16.7406,2024-01-26 16:46:42,2024-01-27 00:46:42,284,208,0.34345,2,2209,0.303559,0.262408,0.720431,0.4,0.593855,0.75,0.190875,0.0001,1.1943e-07,999999,2.161062e-01,3,Indonesian Exclusive Economic Zone,WPP716,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,163.385,159.15,66.8816,98.1228,18.0107,18.5335
2,VBD_npp_d20240126_t1647358_x1174686E_y000927N_l0763_s0289_v23,2024-03-03 15:25:09,0.092688,117.468613,229.222,2024-01-26 16:47:35,2024-01-27 00:47:35,763,289,0.189594,4,2533,0.797527,0.242661,0.691917,0.4,0.807708,0.75,0.187263,0.0001,1.42526e-07,999999,2.647612e-01,1,Indonesian Exclusive Economic Zone,WPP713,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,160.389,162.099,65.4638,98.8174,21.0372,15.6713
3,VBD_npp_d20240126_t1647287_x1176609E_y005355N_l0692_s0302_v23,2024-03-03 15:25:09,0.535464,117.660950,17.7038,2024-01-26 16:47:28,2024-01-27 00:47:28,692,302,0.256883,8,18593,0.313841,0.267863,0.688817,0.4,0.698928,0.75,0.187279,0.0001,1.92803e-07,999999,1.399337e-01,1,Indonesian Exclusive Economic Zone,WPP713,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,0.293053,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,160.759,161.267,65.2202,98.9623,20.56,15.5689
4,VBD_npp_d20240126_t1646264_x1184888E_y041224N_l0131_s0306_v23,2024-03-03 15:25:09,4.122351,118.488800,19.0894,2024-01-26 16:46:26,2024-01-27 00:46:26,131,306,0.32901,2,2465,0.444296,0.303464,0.635187,0.4,0.687149,0.75,0.192355,0.0001,4.47194e-07,999999,-5.788756e-02,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,163.888,155.482,65.133,98.2608,16.9035,16.9428
5,VBD_npp_d20240126_t1646247_x1185235E_y041683N_l0123_s0309_v23,2024-03-03 15:25:09,4.168292,118.523483,27.577,2024-01-26 16:46:24,2024-01-27 00:46:24,123,309,0.314997,1,2529,0.573479,0.333087,0.739639,0.4,0.794082,0.75,0.192425,0.0001,4.51539e-07,999999,-2.067094e-01,3,Malaysian Exclusive Economic Zone,,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,163.918,155.332,65.0786,97.9812,16.8509,16.9016
6,VBD_npp_d20240126_t1647234_x1178121E_y007809N_l0651_s0315_v23,2024-03-03 15:25:09,0.780860,117.812126,23.933,2024-01-26 16:47:23,2024-01-27 00:47:23,651,315,0.205883,2,2465,0.417925,0.273074,0.660216,0.4,0.674319,0.75,0.187503,0.0001,2.29433e-07,999999,1.652727e-01,3,Indonesian Exclusive Economic Zone,WPP713,,SVDNB_npp_d20240126_t1646119_e1647361_b63465_c20240126180932546000_oeac_ops.h5,GDNBO_npp_d20240126_t1646119_e1647361_b63465_c20240126180729040000_oeac_ops.h5,SVI04_npp_d20240126_t1646119_e1647361_b63465_c20240126180939473000_oeac_ops.dspace_rad,VNFF_npp_d20240126_t1646119_e1647361_b63465_v30.csv,eez_v11.shp,WPP_BFAR_merge.shp,vbd_mpa_r20170830.shp,VNF-VBD_npp_20120301-20151231_global_asia-enhanced_c201607211230.bitmask,vbd_landsea_r20220824.mask,timezone.shp,VBD_platforms-recurring_2015_r20170330.shp,999999,VBD_bridges_c20160811.shp,5.247822;3.221971;1.031569;-3.849820;-1.793430;0.368445,116.573898;130.282059;143.848053;142.776230;129.167358;115.497231,npp_d20240126_t1643211_e1644453_b63465;npp_d20240126_t1644465_e1646107_b63465;npp_d20240126_t1646119_e1647361_b63465;npp_d20240126_t1647373_e1649015_b63465,160.949,160.688,64.9814,98.6675,20.2851,15.408
